"","Altitude","Forest.Cover","Forest.Density","Broadleaf.Trees","E2.Layer","E2.Confiers","E1.Layer","E1Height","Slope","Rocks","Exposition","Species","Count","Site"
"5.22",1030,4,2,"2",2,2,6,1,7,"no","cold","Parus.major",1,5
"6.22",880,4,1,"2",2,2,5,2,9,"yes","cold","Parus.major",0,6
"7.22",1035,4,3,"2",2,0,1,1,6,"yes","cold","Parus.major",0,7
"8.22",1130,4,2,"2",2,2,4,1,1,"no","cold","Parus.major",0,8
"9.22",1090,2,2,"3",2,0,8,1,6,"no","cold","Parus.major",2,9
"10.22",1105,2,2,"4",3,2,9,2,6,"no","cold","Parus.major",0,10
"11.22",1240,4,1,"2",1,4,8,2,6,"yes","cold","Parus.major",0,11
"12.22",1235,4,1,"2",3,2,9,3,7,"no","cold","Parus.major",0,12
"13.22",1220,3,2,"4",0,0,9,2,6,"no","cold","Parus.major",0,13
"14.22",1180,0,0,"0",3,1,8,3,7,"no","cold","Parus.major",0,14
"15.22",1275,3,2,"2",3,2,8,1,5,"yes","warm","Parus.major",0,15
"16.22",1315,2,2,"0",0,0,9,1,5,"yes","warm","Parus.major",0,16
"17.22",1275,4,2,"2",2,2,8,2,6,"no","cold","Parus.major",0,17
"18.22",1330,2,2,"1",1,3,6,2,7,"no","cold","Parus.major",0,18
"19.22",860,2,2,"1",1,3,8,2,5,"no","cold","Parus.major",0,19
"20.22",1285,3,2,"2",1,2,7,2,6,"no","warm","Parus.major",2,20
"21.22",1330,1,1,"1",1,4,8,1,6,"yes","warm","Parus.major",0,21
"22.22",885,4,2,"1",2,3,7,3,6,"no","cold","Parus.major",0,22
"23.22",1025,4,2,"2",0,0,4,1,5,"no","cold","Parus.major",0,23
"24.22",1095,4,2,"3",0,0,8,1,6,"no","cold","Parus.major",0,24
"25.22",1155,2,2,"2",1,2,6,2,4,"no","cold","Parus.major",0,25
"26.22",1190,3,2,"2",2,2,5,2,7,"no","cold","Parus.major",0,26
"27.22",1295,2,2,"0",2,4,6,2,6,"no","cold","Parus.major",0,27
"28.22",930,4,2,"4",1,0,6,2,8,"no","cold","Parus.major",0,28
"29.22",1000,3,2,"4",1,0,9,4,7,"no","cold","Parus.major",0,29
"30.22",1090,4,1,"2",3,4,9,3,5,"no","cold","Parus.major",0,30
"31.22",1180,2,2,"2",2,2,4,1,3,"no","cold","Parus.major",0,31
"32.22",1175,3,2,"4",3,0,8,2,4,"no","warm","Parus.major",2,32
"33.22",1170,4,2,"4",2,0,8,2,8,"no","warm","Parus.major",2,33
"34.22",1190,4,2,"4",3,0,9,2,9,"no","warm","Parus.major",5,34
"35.22",910,4,2,"4",0,0,7,2,8,"no","cold","Parus.major",0,35
"36.22",1050,4,3,"2",0,0,8,2,4,"no","cold","Parus.major",0,36
"37.22",1035,4,1,"3",3,2,9,3,4,"no","warm","Parus.major",0,37
"38.22",1010,2,1,"4",3,0,9,3,9,"no","warm","Parus.major",0,38
"39.22",1135,4,2,"4",3,0,9,3,9,"no","cold","Parus.major",0,39
"40.22",1190,4,2,"4",1,0,9,3,9,"no","warm","Parus.major",0,40
"41.22",910,4,2,"4",0,0,6,2,9,"no","warm","Parus.major",0,41
"42.22",1050,4,2,"3",0,0,9,2,7,"no","warm","Parus.major",2,42
"43.22",1045,1,2,"4",3,1,9,2,8,"no","warm","Parus.major",0,43
"1.23",860,4,3,"2",2,2,3,1,8,"no","cold","Regulus.spp.",0,1
"2.23",1010,4,3,"2",0,0,1,1,5,"yes","cold","Regulus.spp.",0,2
"3.23",1070,4,2,"2",2,2,4,1,8,"no","cold","Regulus.spp.",2,3
"4.23",1050,4,2,"2",2,2,3,1,9,"no","cold","Regulus.spp.",1,4
"5.23",1030,4,2,"2",2,2,6,1,7,"no","cold","Regulus.spp.",0,5
"6.23",880,4,1,"2",2,2,5,2,9,"yes","cold","Regulus.spp.",0,6
"7.23",1035,4,3,"2",2,0,1,1,6,"yes","cold","Regulus.spp.",0,7
"8.23",1130,4,2,"2",2,2,4,1,1,"no","cold","Regulus.spp.",2,8
"9.23",1090,2,2,"3",2,0,8,1,6,"no","cold","Regulus.spp.",0,9
"10.23",1105,2,2,"4",3,2,9,2,6,"no","cold","Regulus.spp.",0,10
"11.23",1240,4,1,"2",1,4,8,2,6,"yes","cold","Regulus.spp.",0,11
"12.23",1235,4,1,"2",3,2,9,3,7,"no","cold","Regulus.spp.",0,12
"13.23",1220,3,2,"4",0,0,9,2,6,"no","cold","Regulus.spp.",0,13
"14.23",1180,0,0,"0",3,1,8,3,7,"no","cold","Regulus.spp.",0,14
"15.23",1275,3,2,"2",3,2,8,1,5,"yes","warm","Regulus.spp.",0,15
"16.23",1315,2,2,"0",0,0,9,1,5,"yes","warm","Regulus.spp.",0,16
"17.23",1275,4,2,"2",2,2,8,2,6,"no","cold","Regulus.spp.",1,17
"18.23",1330,2,2,"1",1,3,6,2,7,"no","cold","Regulus.spp.",0,18
"19.23",860,2,2,"1",1,3,8,2,5,"no","cold","Regulus.spp.",0,19
"20.23",1285,3,2,"2",1,2,7,2,6,"no","warm","Regulus.spp.",0,20
"21.23",1330,1,1,"1",1,4,8,1,6,"yes","warm","Regulus.spp.",0,21
"22.23",885,4,2,"1",2,3,7,3,6,"no","cold","Regulus.spp.",0,22
"23.23",1025,4,2,"2",0,0,4,1,5,"no","cold","Regulus.spp.",0,23
"24.23",1095,4,2,"3",0,0,8,1,6,"no","cold","Regulus.spp.",0,24
"25.23",1155,2,2,"2",1,2,6,2,4,"no","cold","Regulus.spp.",1,25
"26.23",1190,3,2,"2",2,2,5,2,7,"no","cold","Regulus.spp.",0,26
"27.23",1295,2,2,"0",2,4,6,2,6,"no","cold","Regulus.spp.",0,27
"28.23",930,4,2,"4",1,0,6,2,8,"no","cold","Regulus.spp.",0,28
"29.23",1000,3,2,"4",1,0,9,4,7,"no","cold","Regulus.spp.",0,29
"30.23",1090,4,1,"2",3,4,9,3,5,"no","cold","Regulus.spp.",1,30
"31.23",1180,2,2,"2",2,2,4,1,3,"no","cold","Regulus.spp.",1,31
"32.23",1175,3,2,"4",3,0,8,2,4,"no","warm","Regulus.spp.",0,32
"33.23",1170,4,2,"4",2,0,8,2,8,"no","warm","Regulus.spp.",0,33
"34.23",1190,4,2,"4",3,0,9,2,9,"no","warm","Regulus.spp.",0,34
"35.23",910,4,2,"4",0,0,7,2,8,"no","cold","Regulus.spp.",0,35
"36.23",1050,4,3,"2",0,0,8,2,4,"no","cold","Regulus.spp.",0,36
"37.23",1035,4,1,"3",3,2,9,3,4,"no","warm","Regulus.spp.",0,37
"38.23",1010,2,1,"4",3,0,9,3,9,"no","warm","Regulus.spp.",0,38
"39.23",1135,4,2,"4",3,0,9,3,9,"no","cold","Regulus.spp.",0,39
"40.23",1190,4,2,"4",1,0,9,3,9,"no","warm","Regulus.spp.",0,40
"41.23",910,4,2,"4",0,0,6,2,9,"no","warm","Regulus.spp.",0,41
"42.23",1050,4,2,"3",0,0,9,2,7,"no","warm","Regulus.spp.",0,42
"43.23",1045,1,2,"4",3,1,9,2,8,"no","warm","Regulus.spp.",0,43
"1.24",860,4,3,"2",2,2,3,1,8,"no","cold","Corvus.corax",0,1
"2.24",1010,4,3,"2",0,0,1,1,5,"yes","cold","Corvus.corax",0,2
"3.24",1070,4,2,"2",2,2,4,1,8,"no","cold","Corvus.corax",0,3
"4.24",1050,4,2,"2",2,2,3,1,9,"no","cold","Corvus.corax",0,4
"5.24",1030,4,2,"2",2,2,6,1,7,"no","cold","Corvus.corax",0,5
"6.24",880,4,1,"2",2,2,5,2,9,"yes","cold","Corvus.corax",0,6
"7.24",1035,4,3,"2",2,0,1,1,6,"yes","cold","Corvus.corax",0,7
"8.24",1130,4,2,"2",2,2,4,1,1,"no","cold","Corvus.corax",0,8
"9.24",1090,2,2,"3",2,0,8,1,6,"no","cold","Corvus.corax",0,9
"10.24",1105,2,2,"4",3,2,9,2,6,"no","cold","Corvus.corax",0,10
"11.24",1240,4,1,"2",1,4,8,2,6,"yes","cold","Corvus.corax",0,11
"12.24",1235,4,1,"2",3,2,9,3,7,"no","cold","Corvus.corax",0,12
"13.24",1220,3,2,"4",0,0,9,2,6,"no","cold","Corvus.corax",0,13
"14.24",1180,0,0,"0",3,1,8,3,7,"no","cold","Corvus.corax",0,14
"15.24",1275,3,2,"2",3,2,8,1,5,"yes","warm","Corvus.corax",1,15
"16.24",1315,2,2,"0",0,0,9,1,5,"yes","warm","Corvus.corax",0,16
"17.24",1275,4,2,"2",2,2,8,2,6,"no","cold","Corvus.corax",0,17
"18.24",1330,2,2,"1",1,3,6,2,7,"no","cold","Corvus.corax",1,18
"19.24",860,2,2,"1",1,3,8,2,5,"no","cold","Corvus.corax",0,19
"20.24",1285,3,2,"2",1,2,7,2,6,"no","warm","Corvus.corax",2,20
"21.24",1330,1,1,"1",1,4,8,1,6,"yes","warm","Corvus.corax",0,21
"22.24",885,4,2,"1",2,3,7,3,6,"no","cold","Corvus.corax",0,22
"23.24",1025,4,2,"2",0,0,4,1,5,"no","cold","Corvus.corax",0,23
"24.24",1095,4,2,"3",0,0,8,1,6,"no","cold","Corvus.corax",1,24
"25.24",1155,2,2,"2",1,2,6,2,4,"no","cold","Corvus.corax",0,25
"26.24",1190,3,2,"2",2,2,5,2,7,"no","cold","Corvus.corax",0,26
"27.24",1295,2,2,"0",2,4,6,2,6,"no","cold","Corvus.corax",0,27
"28.24",930,4,2,"4",1,0,6,2,8,"no","cold","Corvus.corax",0,28
"29.24",1000,3,2,"4",1,0,9,4,7,"no","cold","Corvus.corax",0,29
"30.24",1090,4,1,"2",3,4,9,3,5,"no","cold","Corvus.corax",1,30
"31.24",1180,2,2,"2",2,2,4,1,3,"no","cold","Corvus.corax",0,31
"32.24",1175,3,2,"4",3,0,8,2,4,"no","warm","Corvus.corax",0,32
"33.24",1170,4,2,"4",2,0,8,2,8,"no","warm","Corvus.corax",0,33
"34.24",1190,4,2,"4",3,0,9,2,9,"no","warm","Corvus.corax",0,34
"35.24",910,4,2,"4",0,0,7,2,8,"no","cold","Corvus.corax",0,35
"36.24",1050,4,3,"2",0,0,8,2,4,"no","cold","Corvus.corax",1,36
"37.24",1035,4,1,"3",3,2,9,3,4,"no","warm","Corvus.corax",0,37
"38.24",1010,2,1,"4",3,0,9,3,9,"no","warm","Corvus.corax",0,38
"39.24",1135,4,2,"4",3,0,9,3,9,"no","cold","Corvus.corax",0,39
"40.24",1190,4,2,"4",1,0,9,3,9,"no","warm","Corvus.corax",0,40
"41.24",910,4,2,"4",0,0,6,2,9,"no","warm","Corvus.corax",0,41
"42.24",1050,4,2,"3",0,0,9,2,7,"no","warm","Corvus.corax",0,42
"43.24",1045,1,2,"4",3,1,9,2,8,"no","warm","Corvus.corax",0,43
"1.25",860,4,3,"2",2,2,3,1,8,"no","cold","Sitta.europaea",0,1
"2.25",1010,4,3,"2",0,0,1,1,5,"yes","cold","Sitta.europaea",0,2
"3.25",1070,4,2,"2",2,2,4,1,8,"no","cold","Sitta.europaea",2,3
"4.25",1050,4,2,"2",2,2,3,1,9,"no","cold","Sitta.europaea",0,4
"5.25",1030,4,2,"2",2,2,6,1,7,"no","cold","Sitta.europaea",0,5
"6.25",880,4,1,"2",2,2,5,2,9,"yes","cold","Sitta.europaea",0,6
"7.25",1035,4,3,"2",2,0,1,1,6,"yes","cold","Sitta.europaea",0,7
"8.25",1130,4,2,"2",2,2,4,1,1,"no","cold","Sitta.europaea",0,8
"9.25",1090,2,2,"3",2,0,8,1,6,"no","cold","Sitta.europaea",0,9
"10.25",1105,2,2,"4",3,2,9,2,6,"no","cold","Sitta.europaea",0,10
"11.25",1240,4,1,"2",1,4,8,2,6,"yes","cold","Sitta.europaea",0,11
"12.25",1235,4,1,"2",3,2,9,3,7,"no","cold","Sitta.europaea",0,12
"13.25",1220,3,2,"4",0,0,9,2,6,"no","cold","Sitta.europaea",0,13
"14.25",1180,0,0,"0",3,1,8,3,7,"no","cold","Sitta.europaea",0,14
"15.25",1275,3,2,"2",3,2,8,1,5,"yes","warm","Sitta.europaea",1,15
"16.25",1315,2,2,"0",0,0,9,1,5,"yes","warm","Sitta.europaea",0,16
"17.25",1275,4,2,"2",2,2,8,2,6,"no","cold","Sitta.europaea",0,17
"18.25",1330,2,2,"1",1,3,6,2,7,"no","cold","Sitta.europaea",0,18
"19.25",860,2,2,"1",1,3,8,2,5,"no","cold","Sitta.europaea",0,19
"20.25",1285,3,2,"2",1,2,7,2,6,"no","warm","Sitta.europaea",0,20
"21.25",1330,1,1,"1",1,4,8,1,6,"yes","warm","Sitta.europaea",0,21
"22.25",885,4,2,"1",2,3,7,3,6,"no","cold","Sitta.europaea",0,22
"23.25",1025,4,2,"2",0,0,4,1,5,"no","cold","Sitta.europaea",0,23
"24.25",1095,4,2,"3",0,0,8,1,6,"no","cold","Sitta.europaea",0,24
"25.25",1155,2,2,"2",1,2,6,2,4,"no","cold","Sitta.europaea",0,25
"26.25",1190,3,2,"2",2,2,5,2,7,"no","cold","Sitta.europaea",0,26
"27.25",1295,2,2,"0",2,4,6,2,6,"no","cold","Sitta.europaea",0,27
"28.25",930,4,2,"4",1,0,6,2,8,"no","cold","Sitta.europaea",0,28
"29.25",1000,3,2,"4",1,0,9,4,7,"no","cold","Sitta.europaea",0,29
"30.25",1090,4,1,"2",3,4,9,3,5,"no","cold","Sitta.europaea",0,30
"31.25",1180,2,2,"2",2,2,4,1,3,"no","cold","Sitta.europaea",0,31
"32.25",1175,3,2,"4",3,0,8,2,4,"no","warm","Sitta.europaea",0,32
"33.25",1170,4,2,"4",2,0,8,2,8,"no","warm","Sitta.europaea",2,33
"34.25",1190,4,2,"4",3,0,9,2,9,"no","warm","Sitta.europaea",2,34
"35.25",910,4,2,"4",0,0,7,2,8,"no","cold","Sitta.europaea",0,35
"36.25",1050,4,3,"2",0,0,8,2,4,"no","cold","Sitta.europaea",0,36
"37.25",1035,4,1,"3",3,2,9,3,4,"no","warm","Sitta.europaea",0,37
"38.25",1010,2,1,"4",3,0,9,3,9,"no","warm","Sitta.europaea",0,38
"39.25",1135,4,2,"4",3,0,9,3,9,"no","cold","Sitta.europaea",2,39
"40.25",1190,4,2,"4",1,0,9,3,9,"no","warm","Sitta.europaea",2,40
"41.25",910,4,2,"4",0,0,6,2,9,"no","warm","Sitta.europaea",0,41
"42.25",1050,4,2,"3",0,0,9,2,7,"no","warm","Sitta.europaea",0,42
"43.25",1045,1,2,"4",3,1,9,2,8,"no","warm","Sitta.europaea",0,43
"1.26",860,4,3,"2",2,2,3,1,8,"no","cold","Loxia.curvirostra",0,1
"2.26",1010,4,3,"2",0,0,1,1,5,"yes","cold","Loxia.curvirostra",2,2
"3.26",1070,4,2,"2",2,2,4,1,8,"no","cold","Loxia.curvirostra",0,3
"4.26",1050,4,2,"2",2,2,3,1,9,"no","cold","Loxia.curvirostra",0,4
"5.26",1030,4,2,"2",2,2,6,1,7,"no","cold","Loxia.curvirostra",0,5
"6.26",880,4,1,"2",2,2,5,2,9,"yes","cold","Loxia.curvirostra",0,6
"7.26",1035,4,3,"2",2,0,1,1,6,"yes","cold","Loxia.curvirostra",0,7
"8.26",1130,4,2,"2",2,2,4,1,1,"no","cold","Loxia.curvirostra",2,8
"9.26",1090,2,2,"3",2,0,8,1,6,"no","cold","Loxia.curvirostra",0,9
"10.26",1105,2,2,"4",3,2,9,2,6,"no","cold","Loxia.curvirostra",0,10
"11.26",1240,4,1,"2",1,4,8,2,6,"yes","cold","Loxia.curvirostra",2,11
"12.26",1235,4,1,"2",3,2,9,3,7,"no","cold","Loxia.curvirostra",0,12
"13.26",1220,3,2,"4",0,0,9,2,6,"no","cold","Loxia.curvirostra",0,13
"14.26",1180,0,0,"0",3,1,8,3,7,"no","cold","Loxia.curvirostra",0,14
"15.26",1275,3,2,"2",3,2,8,1,5,"yes","warm","Loxia.curvirostra",0,15
"16.26",1315,2,2,"0",0,0,9,1,5,"yes","warm","Loxia.curvirostra",0,16
"17.26",1275,4,2,"2",2,2,8,2,6,"no","cold","Loxia.curvirostra",0,17
"18.26",1330,2,2,"1",1,3,6,2,7,"no","cold","Loxia.curvirostra",0,18
"19.26",860,2,2,"1",1,3,8,2,5,"no","cold","Loxia.curvirostra",0,19
"20.26",1285,3,2,"2",1,2,7,2,6,"no","warm","Loxia.curvirostra",0,20
"21.26",1330,1,1,"1",1,4,8,1,6,"yes","warm","Loxia.curvirostra",2,21
"22.26",885,4,2,"1",2,3,7,3,6,"no","cold","Loxia.curvirostra",0,22
"23.26",1025,4,2,"2",0,0,4,1,5,"no","cold","Loxia.curvirostra",0,23
"24.26",1095,4,2,"3",0,0,8,1,6,"no","cold","Loxia.curvirostra",0,24
"25.26",1155,2,2,"2",1,2,6,2,4,"no","cold","Loxia.curvirostra",0,25
"26.26",1190,3,2,"2",2,2,5,2,7,"no","cold","Loxia.curvirostra",0,26
"27.26",1295,2,2,"0",2,4,6,2,6,"no","cold","Loxia.curvirostra",1,27
"28.26",930,4,2,"4",1,0,6,2,8,"no","cold","Loxia.curvirostra",0,28
"29.26",1000,3,2,"4",1,0,9,4,7,"no","cold","Loxia.curvirostra",0,29
"30.26",1090,4,1,"2",3,4,9,3,5,"no","cold","Loxia.curvirostra",0,30
"31.26",1180,2,2,"2",2,2,4,1,3,"no","cold","Loxia.curvirostra",0,31
"32.26",1175,3,2,"4",3,0,8,2,4,"no","warm","Loxia.curvirostra",0,32
"33.26",1170,4,2,"4",2,0,8,2,8,"no","warm","Loxia.curvirostra",0,33
"34.26",1190,4,2,"4",3,0,9,2,9,"no","warm","Loxia.curvirostra",0,34
"35.26",910,4,2,"4",0,0,7,2,8,"no","cold","Loxia.curvirostra",0,35
"36.26",1050,4,3,"2",0,0,8,2,4,"no","cold","Loxia.curvirostra",0,36
"37.26",1035,4,1,"3",3,2,9,3,4,"no","warm","Loxia.curvirostra",0,37
"38.26",1010,2,1,"4",3,0,9,3,9,"no","warm","Loxia.curvirostra",0,38
"39.26",1135,4,2,"4",3,0,9,3,9,"no","cold","Loxia.curvirostra",0,39
"40.26",1190,4,2,"4",1,0,9,3,9,"no","warm","Loxia.curvirostra",0,40
"41.26",910,4,2,"4",0,0,6,2,9,"no","warm","Loxia.curvirostra",0,41
"42.26",1050,4,2,"3",0,0,9,2,7,"no","warm","Loxia.curvirostra",0,42
"43.26",1045,1,2,"4",3,1,9,2,8,"no","warm","Loxia.curvirostra",0,43
"1.27",860,4,3,"2",2,2,3,1,8,"no","cold","Parus.cristatus",0,1
"2.27",1010,4,3,"2",0,0,1,1,5,"yes","cold","Parus.cristatus",0,2
"3.27",1070,4,2,"2",2,2,4,1,8,"no","cold","Parus.cristatus",2,3
"4.27",1050,4,2,"2",2,2,3,1,9,"no","cold","Parus.cristatus",0,4
"5.27",1030,4,2,"2",2,2,6,1,7,"no","cold","Parus.cristatus",0,5
"6.27",880,4,1,"2",2,2,5,2,9,"yes","cold","Parus.cristatus",0,6
"7.27",1035,4,3,"2",2,0,1,1,6,"yes","cold","Parus.cristatus",1,7
"8.27",1130,4,2,"2",2,2,4,1,1,"no","cold","Parus.cristatus",4,8
"9.27",1090,2,2,"3",2,0,8,1,6,"no","cold","Parus.cristatus",0,9
"10.27",1105,2,2,"4",3,2,9,2,6,"no","cold","Parus.cristatus",0,10
"11.27",1240,4,1,"2",1,4,8,2,6,"yes","cold","Parus.cristatus",0,11
"12.27",1235,4,1,"2",3,2,9,3,7,"no","cold","Parus.cristatus",0,12
"13.27",1220,3,2,"4",0,0,9,2,6,"no","cold","Parus.cristatus",0,13
"14.27",1180,0,0,"0",3,1,8,3,7,"no","cold","Parus.cristatus",0,14
"15.27",1275,3,2,"2",3,2,8,1,5,"yes","warm","Parus.cristatus",0,15
"16.27",1315,2,2,"0",0,0,9,1,5,"yes","warm","Parus.cristatus",0,16
"17.27",1275,4,2,"2",2,2,8,2,6,"no","cold","Parus.cristatus",0,17
"18.27",1330,2,2,"1",1,3,6,2,7,"no","cold","Parus.cristatus",0,18
"19.27",860,2,2,"1",1,3,8,2,5,"no","cold","Parus.cristatus",0,19
"20.27",1285,3,2,"2",1,2,7,2,6,"no","warm","Parus.cristatus",0,20
"21.27",1330,1,1,"1",1,4,8,1,6,"yes","warm","Parus.cristatus",0,21
"22.27",885,4,2,"1",2,3,7,3,6,"no","cold","Parus.cristatus",2,22
"23.27",1025,4,2,"2",0,0,4,1,5,"no","cold","Parus.cristatus",0,23
"24.27",1095,4,2,"3",0,0,8,1,6,"no","cold","Parus.cristatus",0,24
"25.27",1155,2,2,"2",1,2,6,2,4,"no","cold","Parus.cristatus",0,25
"26.27",1190,3,2,"2",2,2,5,2,7,"no","cold","Parus.cristatus",0,26
"27.27",1295,2,2,"0",2,4,6,2,6,"no","cold","Parus.cristatus",0,27
"28.27",930,4,2,"4",1,0,6,2,8,"no","cold","Parus.cristatus",0,28
"29.27",1000,3,2,"4",1,0,9,4,7,"no","cold","Parus.cristatus",0,29
"30.27",1090,4,1,"2",3,4,9,3,5,"no","cold","Parus.cristatus",0,30
"31.27",1180,2,2,"2",2,2,4,1,3,"no","cold","Parus.cristatus",0,31
"32.27",1175,3,2,"4",3,0,8,2,4,"no","warm","Parus.cristatus",0,32
"33.27",1170,4,2,"4",2,0,8,2,8,"no","warm","Parus.cristatus",0,33
"34.27",1190,4,2,"4",3,0,9,2,9,"no","warm","Parus.cristatus",0,34
"35.27",910,4,2,"4",0,0,7,2,8,"no","cold","Parus.cristatus",0,35
"36.27",1050,4,3,"2",0,0,8,2,4,"no","cold","Parus.cristatus",0,36
"37.27",1035,4,1,"3",3,2,9,3,4,"no","warm","Parus.cristatus",0,37
"38.27",1010,2,1,"4",3,0,9,3,9,"no","warm","Parus.cristatus",0,38
"39.27",1135,4,2,"4",3,0,9,3,9,"no","cold","Parus.cristatus",0,39
"40.27",1190,4,2,"4",1,0,9,3,9,"no","warm","Parus.cristatus",0,40
"41.27",910,4,2,"4",0,0,6,2,9,"no","warm","Parus.cristatus",0,41
"42.27",1050,4,2,"3",0,0,9,2,7,"no","warm","Parus.cristatus",0,42
"43.27",1045,1,2,"4",3,1,9,2,8,"no","warm","Parus.cristatus",0,43
"1.28",860,4,3,"2",2,2,3,1,8,"no","cold","Regulus.ignicapillus",4,1
"2.28",1010,4,3,"2",0,0,1,1,5,"yes","cold","Regulus.ignicapillus",0,2
"3.28",1070,4,2,"2",2,2,4,1,8,"no","cold","Regulus.ignicapillus",0,3
"4.28",1050,4,2,"2",2,2,3,1,9,"no","cold","Regulus.ignicapillus",0,4
"5.28",1030,4,2,"2",2,2,6,1,7,"no","cold","Regulus.ignicapillus",0,5
"6.28",880,4,1,"2",2,2,5,2,9,"yes","cold","Regulus.ignicapillus",0,6
"7.28",1035,4,3,"2",2,0,1,1,6,"yes","cold","Regulus.ignicapillus",0,7
"8.28",1130,4,2,"2",2,2,4,1,1,"no","cold","Regulus.ignicapillus",2,8
"9.28",1090,2,2,"3",2,0,8,1,6,"no","cold","Regulus.ignicapillus",0,9
"10.28",1105,2,2,"4",3,2,9,2,6,"no","cold","Regulus.ignicapillus",0,10
"11.28",1240,4,1,"2",1,4,8,2,6,"yes","cold","Regulus.ignicapillus",0,11
"12.28",1235,4,1,"2",3,2,9,3,7,"no","cold","Regulus.ignicapillus",0,12
"13.28",1220,3,2,"4",0,0,9,2,6,"no","cold","Regulus.ignicapillus",0,13
"14.28",1180,0,0,"0",3,1,8,3,7,"no","cold","Regulus.ignicapillus",0,14
"15.28",1275,3,2,"2",3,2,8,1,5,"yes","warm","Regulus.ignicapillus",0,15
"16.28",1315,2,2,"0",0,0,9,1,5,"yes","warm","Regulus.ignicapillus",0,16
"17.28",1275,4,2,"2",2,2,8,2,6,"no","cold","Regulus.ignicapillus",0,17
"18.28",1330,2,2,"1",1,3,6,2,7,"no","cold","Regulus.ignicapillus",0,18
"19.28",860,2,2,"1",1,3,8,2,5,"no","cold","Regulus.ignicapillus",0,19
"20.28",1285,3,2,"2",1,2,7,2,6,"no","warm","Regulus.ignicapillus",0,20
"21.28",1330,1,1,"1",1,4,8,1,6,"yes","warm","Regulus.ignicapillus",0,21
"22.28",885,4,2,"1",2,3,7,3,6,"no","cold","Regulus.ignicapillus",4,22
"23.28",1025,4,2,"2",0,0,4,1,5,"no","cold","Regulus.ignicapillus",0,23
"24.28",1095,4,2,"3",0,0,8,1,6,"no","cold","Regulus.ignicapillus",0,24
"25.28",1155,2,2,"2",1,2,6,2,4,"no","cold","Regulus.ignicapillus",0,25
"26.28",1190,3,2,"2",2,2,5,2,7,"no","cold","Regulus.ignicapillus",0,26
"27.28",1295,2,2,"0",2,4,6,2,6,"no","cold","Regulus.ignicapillus",0,27
"28.28",930,4,2,"4",1,0,6,2,8,"no","cold","Regulus.ignicapillus",0,28
"29.28",1000,3,2,"4",1,0,9,4,7,"no","cold","Regulus.ignicapillus",0,29
"30.28",1090,4,1,"2",3,4,9,3,5,"no","cold","Regulus.ignicapillus",0,30
"31.28",1180,2,2,"2",2,2,4,1,3,"no","cold","Regulus.ignicapillus",2,31
"32.28",1175,3,2,"4",3,0,8,2,4,"no","warm","Regulus.ignicapillus",0,32
"33.28",1170,4,2,"4",2,0,8,2,8,"no","warm","Regulus.ignicapillus",0,33
"34.28",1190,4,2,"4",3,0,9,2,9,"no","warm","Regulus.ignicapillus",0,34
"35.28",910,4,2,"4",0,0,7,2,8,"no","cold","Regulus.ignicapillus",0,35
"36.28",1050,4,3,"2",0,0,8,2,4,"no","cold","Regulus.ignicapillus",0,36
"37.28",1035,4,1,"3",3,2,9,3,4,"no","warm","Regulus.ignicapillus",0,37
"38.28",1010,2,1,"4",3,0,9,3,9,"no","warm","Regulus.ignicapillus",0,38
"39.28",1135,4,2,"4",3,0,9,3,9,"no","cold","Regulus.ignicapillus",0,39
"40.28",1190,4,2,"4",1,0,9,3,9,"no","warm","Regulus.ignicapillus",0,40
"41.28",910,4,2,"4",0,0,6,2,9,"no","warm","Regulus.ignicapillus",0,41
"42.28",1050,4,2,"3",0,0,9,2,7,"no","warm","Regulus.ignicapillus",0,42
"43.28",1045,1,2,"4",3,1,9,2,8,"no","warm","Regulus.ignicapillus",0,43
"1.29",860,4,3,"2",2,2,3,1,8,"no","cold","Alauda.arvensis",0,1
"2.29",1010,4,3,"2",0,0,1,1,5,"yes","cold","Alauda.arvensis",0,2
"3.29",1070,4,2,"2",2,2,4,1,8,"no","cold","Alauda.arvensis",0,3
"4.29",1050,4,2,"2",2,2,3,1,9,"no","cold","Alauda.arvensis",0,4
"5.29",1030,4,2,"2",2,2,6,1,7,"no","cold","Alauda.arvensis",0,5
"6.29",880,4,1,"2",2,2,5,2,9,"yes","cold","Alauda.arvensis",0,6
"7.29",1035,4,3,"2",2,0,1,1,6,"yes","cold","Alauda.arvensis",0,7
"8.29",1130,4,2,"2",2,2,4,1,1,"no","cold","Alauda.arvensis",0,8
"9.29",1090,2,2,"3",2,0,8,1,6,"no","cold","Alauda.arvensis",0,9
"10.29",1105,2,2,"4",3,2,9,2,6,"no","cold","Alauda.arvensis",0,10
"11.29",1240,4,1,"2",1,4,8,2,6,"yes","cold","Alauda.arvensis",0,11
"12.29",1235,4,1,"2",3,2,9,3,7,"no","cold","Alauda.arvensis",0,12
"13.29",1220,3,2,"4",0,0,9,2,6,"no","cold","Alauda.arvensis",0,13
"14.29",1180,0,0,"0",3,1,8,3,7,"no","cold","Alauda.arvensis",0,14
"15.29",1275,3,2,"2",3,2,8,1,5,"yes","warm","Alauda.arvensis",0,15
"16.29",1315,2,2,"0",0,0,9,1,5,"yes","warm","Alauda.arvensis",0,16
"17.29",1275,4,2,"2",2,2,8,2,6,"no","cold","Alauda.arvensis",0,17
