"Falco_subbuteo","Anthus_trivialis","Phylloscopus_bonelli","Tetrao_tetrix","Parus_caeruleus","Dendrocopos_major","Garrulus_glandarius","Carduelis_spinus","Loxia_curvirostra","Phylloscopus_trochilus","Certhia_brachydactyla","Sylvia_borin","Phoenicurus_phoenicurus","Hippolais_icterina","Pyrrhula_pyrrhula","Emberiza_citrinella","Muscicapa_striata","Picus_canus","Picus_viridis","Accipiter_gentilis","Bonasa_bonasia","Parus_cristatus","Prunella_modularis","Columba_oenas","Coccothraustes_coccothraustes","Sylvia_curruca","Sitta_europaea","Dendrocopos_minor","Corvus_corax","Cuculus_canorus","Buteo_buteo","Turdus_viscivorus","Parus_montanus","Luscinia_megarhynchos","Lanius_collurio","Oriolus_oriolus","Corvus_corone","Turdus_torquatus","Columba_palumbus","Aegithalos_caudatus","Milvus_migrans","Dryocopus_martius","Regulus_ignicapillus","Accipiter_nisus","Parus_palustris","Nucifraga_caryocatactes","Ficedula_hypoleuca","Streptopelia_turtur","Turdus_pilaris","Certhia_familiaris","Strix_aluco","Phylloscopus_sibilatrix","Asio_otus","Pernis_apivorus","Regulus_regulus","Serinus_citrinella","avg","cov","cv","dns","fhd","p10","p25","p95","rt_p2595","std","uhd","asp","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","ddeg0","ddeg5","mbal","mind","pet_103","pet_49","pet_ave","pet_swrt","prc_103","prc_49","prc_swrt","rad","slp","tpi","twi","CLUMPY_canopy","CLUMPY_under_midstorey","TE_canopy","TE_under_midstorey","TE_matrix","TE_total","data_type","blockCV_tile"
0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,14.289999961853,62.4000015258789,0.617914621922857,62.4000015258789,1.88065052032471,4.30999994277954,6.8899998664856,30.6299991607666,0.224942868275062,8.82999992370605,2.35885095596314,136.015808105469,5.47942495346069,13.2187004089355,-1.72457504272461,1863,181,122,11.3357248306274,522,402,522,468,7.1840500831604,30.2674255371094,614.413330078125,18.6284255981445,-5.10597515106201,23.7341747283936,13.2187004089355,0.806800007820129,18239.93359375,11405.0146484375,384,0.792681932449341,2.34956383705139,5.73694944381714,4.04325675964355,2.48669576644898,911.826171875,951.192504882812,1.04332530498505,22188.34375,18.061803817749,-3.30295968055725,4.69916105270386,0.6896,0.5565,15080,17740,7620,40440,"test",NA
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.40999984741211,5.40000009536743,0.726886268508478,5.40000009536743,1.52502751350403,2.23000001907349,4.63000011444092,25.0299987792969,0.184978039961813,6.83999967575073,2.38024640083313,289.949493408203,9.62174987792969,18.0225257873535,1.38390004634857,1106,109,68,14.7259254455566,311,224,310,236,8.56614971160889,32.0248489379883,674.71630859375,24.4847259521484,-2.26465010643005,26.7493000030518,15.9654502868652,2.5911750793457,40332.44921875,23091.85546875,-262,1.18865501880646,1.90316998958588,5.56997680664062,3.7365734577179,2.93462657928467,504.263763427734,601.228881835938,1.19219636917114,20392.65625,7.25984859466553,-0.072686582803726,6.66233444213867,0.4844,0.4912,4900,15220,15000,35120,"test",NA
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,21.6599998474121,40.2999992370605,0.411357336573419,40.2999992370605,1.92984712123871,8.47999954223633,15.8699998855591,34.0400009155273,0.466216200315082,8.90999984741211,2.35845899581909,144.815780639648,9.39417457580566,17.7559509277344,1.21482503414154,1076,107,64,15.6893501281738,306,214,306,225,8.49365043640137,31.9641494750977,671.082214355469,24.1676006317139,-2.40282511711121,26.5706253051758,17.2298240661621,2.38770008087158,39341.58203125,21173.494140625,-435,1.35713446140289,2.3701868057251,5.89162158966065,4.13090419769287,2.50137758255005,485.459808349609,590.118408203125,1.21544349193573,22556.140625,9.07904815673828,1.3150200843811,6.65632343292236,0.8435,0.3274,9020,7880,10260,27160,"test",NA
0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,19.1000003814697,77.5999984741211,0.463874318310117,77.5999984741211,1.89182341098785,5.48999977111816,12.1099996566772,31.2299995422363,0.387768166320315,8.85999965667725,2.37848234176636,99.8722991943359,8.14347457885742,16.2286243438721,0.308999985456467,1493,150,101,12.7173252105713,434,316,434,344,8.14190006256104,31.7637500762939,647.802551269531,22.2375755310059,-3.39275002479553,25.6301002502441,16.2286243438721,3.70157504081726,30825.91796875,18352.810546875,221,0.827472627162933,1.70139038562775,5.24698877334595,3.4741895198822,3.85610938072205,694.705261230469,797.949951171875,1.14933240413666,18994.77734375,23.8808860778809,-4.35391283035278,4.91751194000244,0.7215,0.6956,10620,11000,860,22480,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,18.3899993896484,37.7000007629395,0.542142449388362,37.7000007629395,2.02814769744873,5.11999988555908,10.0100002288818,34.4599990844727,0.290481732293262,9.96999931335449,2.37826299667358,192.843551635742,8.7369499206543,16.9148502349854,0.776425004005432,1347,133,86,13.5856504440308,378,280,377,292,8.30815029144287,31.9710254669189,655.880126953125,23.0746250152588,-2.91249990463257,25.9869003295898,15.164924621582,1.84010004997253,35218.8046875,19279.19921875,-192,1.10649931430817,2.42478466033936,5.9909553527832,4.20787000656128,2.48791742324829,616.378295898438,731.020568847656,1.18599700927734,22995.412109375,5.80294990539551,-0.313422977924347,6.5884690284729,0.7974,0.4762,10060,11200,11300,32560,"test",NA
0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,15.1099996566772,53.7000007629395,0.459960289025809,53.7000007629395,1.73849248886108,6.48999977111816,9.92000007629395,27.8099994659424,0.356706230377405,6.94999980926514,2.23617219924927,103.580795288086,6.07017517089844,13.9454250335693,-1.337975025177,1714,166,112,11.1415500640869,477,374,477,439,7.37277507781982,30.3867492675781,626.108093261719,19.5168991088867,-4.74034976959229,24.2569751739502,13.9454250335693,1.45850002765655,20140.6484375,12665.77734375,246,0.859380662441254,2.24719572067261,5.77801418304443,4.0126051902771,2.69337177276611,849.154602050781,864.442810058594,1.01837432384491,22001.677734375,23.0616588592529,-1.39391851425171,4.68857860565185,0.6804,0.3316,16420,17060,15600,49080,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,18.1599998474121,58.2999992370605,0.617841377072115,58.2999992370605,2.06318974494934,3.02999997138977,7.98999977111816,35.939998626709,0.222314971519792,11.2199993133545,2.34613680839539,157.926895141602,10.8999252319336,19.4385757446289,2.34232497215271,1160,120,72,16.7503509521484,350,232,350,239,9.07362461090088,32.6736755371094,691.34130859375,26.1324005126953,-1.63960003852844,27.7711505889893,19.4385757446289,3.76495003700256,45877.953125,32713.658203125,-279,1.17843019962311,2.08378863334656,5.77888870239258,3.93133878707886,2.77378129959106,507.184204101562,652.807373046875,1.28712022304535,21420.26171875,0.251635938882828,-0.028334226459265,11.2003259658813,0.8102,0.5593,9920,12360,7880,30160,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.54999971389771,44.5,0.698013268957578,44.5,1.34715270996094,1.87999999523163,3.28999996185303,17.9400005340576,0.183389067107731,5.26999998092651,2.34534168243408,196.439376831055,10.7091245651245,19.2294750213623,2.20650005340576,1271,128,79,15.3259496688843,372,258,372,264,8.99199962615967,32.5682754516602,688.715209960938,25.8808994293213,-1.72965002059937,27.6105995178223,19.2294750213623,3.58582496643066,45030.96484375,32182.6484375,-235,1.13509607315063,2.33551049232483,5.89545154571533,4.11548089981079,2.52709531784058,562.098449707031,708.703430175781,1.2608300447464,22430.732421875,3.70370292663574,-0.09659107029438,8.12530994415283,0.4492,0.4742,21500,26760,9700,57960,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,20.8199996948242,59.6000022888184,0.500480318397138,59.6000022888184,2.0498354434967,5.38000011444092,11.8400001525879,35.3699989318848,0.33474697512401,10.4200000762939,2.39084005355835,212.088684082031,9.71367454528809,18.0607242584229,1.48325002193451,1355,136,85,14.8406000137329,391,277,391,285,8.65947532653809,32.3007507324219,671.959045410156,24.4625492095947,-2.34747505187988,26.810474395752,18.0607242584229,2.70462489128113,40729.75,24259.87109375,-136,1.05895054340363,2.37010431289673,5.78083848953247,4.0754714012146,2.52949666976929,604.654174804688,749.992126464844,1.24039578437805,22243.09375,13.3193836212158,-1.95688819885254,5.78548431396484,0.7979,0.4648,10880,14080,10600,35560,"test",NA
0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,17.6299991607666,25.6000003814697,0.571185489176526,25.6000003814697,1.9793289899826,3.83999991416931,8.25,32.6499977111816,0.252679956457535,10.0699996948242,2.38241767883301,104.685165405273,9.88329982757568,18.3655242919922,1.54309999942779,984,98,58,16.2003002166748,282,194,282,203,8.69242477416992,32.1314506530762,681.669311523438,24.9507751464844,-2.10069990158081,27.052074432373,16.9129257202148,2.80460000038147,41428.38671875,24750.55859375,-475,1.42525243759155,2.20562076568604,5.76839828491211,3.98700952529907,2.63127851486206,441.360015869141,542.331237792969,1.22861778736115,21755.033203125,7.34219932556152,-0.641440570354462,7.52687549591065,0.8458,0.6048,7460,12900,11240,31600,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,17.5100002288818,58.7999992370605,0.435179884977402,58.7999992370605,1.79096353054047,5.65000009536743,12.4499998092651,28.5499992370605,0.436077062765868,7.61999988555908,2.3883945941925,218.997756958008,8.1467752456665,16.2649745941162,0.291399985551834,1266,122,91,8.03692531585693,336,284,323,321,8.09572505950928,31.6885757446289,650.201171875,22.36767578125,-3.18179988861084,25.5489501953125,4.49852514266968,3.70549988746643,30580.755859375,18293.1328125,-209,1.16850280761719,2.21832513809204,5.84488725662231,4.03160619735718,2.68430590629578,634.138366699219,631.887023925781,0.996453702449799,22051.16015625,6.10727024078369,1.0952376127243,6.58986520767212,0.8015,0.5821,10740,10620,12480,33840,"test",NA
0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,20.3599987030029,31.2000007629395,0.435658175373598,31.2000007629395,1.93659043312073,6.86999988555908,14.0599994659424,33.0900001525879,0.424901764917121,8.86999988555908,2.38644075393677,260.861450195312,8.16687488555908,16.2445755004883,0.345849990844727,1328,132,84,13.8955249786377,375,275,374,286,8.15310001373291,31.8787994384766,647.130187988281,22.2704753875732,-3.30402493476868,25.5754508972168,14.4818248748779,1.33054995536804,31065.833984375,18330.486328125,-117,1.04826891422272,2.11881256103516,5.78091526031494,3.94986391067505,2.75022053718567,606.293090820312,721.784301757812,1.19049692153931,21599.703125,5.42933464050293,-0.367827951908112,7.29688882827759,0.8764,0.5063,6040,6860,9500,22400,"test",NA
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10.9399995803833,7.59999990463257,0.647166379823389,7.59999990463257,1.65477204322815,3.57999992370606,5.36999988555908,25.0499992370605,0.214371259445564,7.07999992370605,2.33714580535889,124.216117858887,10.0400247573853,18.5817241668701,1.63084995746613,918,92,54,16.2891006469727,266,180,263,191,8.7789249420166,32.206600189209,686.61474609375,25.2752990722656,-1.98237502574921,27.2570743560791,14.9520750045776,2.92429995536804,42077.22265625,25851.521484375,-525,1.50842845439911,2.12009310722351,5.76324558258057,3.94166922569275,2.71962571144104,413.883575439453,503.791442871094,1.21725308895111,21502.689453125,1.30036306381226,-0.082910239696503,9.01257705688477,0.6913,0.5313,5780,8740,9200,23720,"test",NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36999988555908,46.7000007629395,0.552742618580554,46.7000007629395,0.206077694892883,1.17999994754791,1.45999991893768,5.04999971389771,0.289108911218298,1.30999994277954,1.32125532627106,127.713722229004,1.35000002384186,8.68337535858154,-4.99399995803833,2141,213,150,9.45394992828369,582,495,549,564,5.59202480316162,26.1046009063721,576.5771484375,13.1776504516602,-8.23509979248047,21.4136505126953,-3.73997497558594,-3.69852495193481,6698.57275390625,3691.05493164062,646,0.710286259651184,2.40844941139221,5.76932668685913,4.08888816833496,2.92888569831848,1113.38171386719,1027.72900390625,0.923005640506744,22565.228515625,26.804313659668,-1.06473982334137,4.36963272094727,1,0.6062,120,7260,7220,14600,"test",NA
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,12.2599992752075,45.2999992370605,0.512234918779381,45.2999992370605,1.63519215583801,4.07999992370605,7.25,23.2799987792969,0.311426133168336,6.27999973297119,2.36334109306335,175.945693969727,5.20822477340698,12.9048004150391,-1.93602502346039,1856,180,123,10.9902248382568,520,406,520,469,7.12505006790161,30.1761741638184,610.914733886719,18.2519245147705,-5.35564994812012,23.6066493988037,12.9048004150391,0.518149971961975,17101.458984375,11097.2177734375,94,0.953858494758606,3.26692414283752,6.37949657440185,4.8232102394104,1.95925939083099,908.876220703125,947.609985351562,1.04294455051422,26481.666015625,21.306131362915,2.38140177726746,4.80073070526123,0.7077,0.3627,14520,24000,17000,55520,"test",NA
0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,15.1300001144409,42.5,0.576338413818381,42.5,1.89601254463196,3.55999994277954,7.98999977111816,29.7600002288818,0.268481173039909,8.72000026702881,2.38636779785156,299.909149169922,9.45409965515137,17.8490505218506,1.22140002250671,1069,108,63,16.8806495666504,310,209,310,218,8.57937526702881,32.0857734680176,674.314453125,24.3163242340088,-2.42362499237061,26.7407245635986,17.8490505218506,2.4250500202179,39548.24609375,21518.359375,-313,1.23204278945923,1.94816064834595,5.60646390914917,3.77731227874756,2.88969492912292,474.628631591797,594.437622070312,1.25229227542877,20620.146484375,7.6945595741272,-0.065842039883137,6.58938312530518,0.7761,0.6327,10740,13600,7580,31920,"test",NA
1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,14.0299997329712,21.6000003814697,0.494654325681213,21.6000003814697,1.73104655742645,4.40999984741211,9.21000003814697,26.5900001525879,0.346370815543249,6.94000005722046,2.36127829551697,322.675018310547,10.0962753295898,18.6609001159668,1.65760004520416,985,96,63,12.6560497283936,277,207,271,221,8.83745002746582,32.3049507141113,688.674926757812,25.4103240966797,-1.94564998149872,27.3562755584717,15.0139503479004,2.9632248878479,42284.53125,25966.375,-429,1.39584064483643,2.03389668464661,5.69363975524902,3.86376810073852,2.8007800579071,463.036041259766,521.869018554688,1.1270477771759,21075.755859375,2.60348224639893,-0.123102799057961,8.7894868850708,0.9143,0.4482,4320,5180,4180,13680,"test",NA
0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3999996185303,64.3000030517578,0.695967772575125,64.3000030517578,1.8072863817215,2.20000004768372,4.96000003814697,28.0799999237061,0.176638178476617,8.63000011444092,2.36775040626526,161.84391784668,9.31385040283203,17.6951999664307,1.11042499542236,1124,108,80,9.04182529449463,301,247,289,280,8.57247543334961,32.1719017028809,672.927124023438,24.2117748260498,-2.43327498435974,26.645149230957,8.78369998931885,4.94554996490479,38832.9921875,20291.84765625,-446,1.39785265922546,2.54114437103271,6.04308891296387,4.29211664199829,2.3878436088562,558.560546875,565.313354492188,1.01213729381561,23442.234375,8.40423679351807,-0.667512178421021,6.35591173171997,0.62,0.6246,19040,19320,1240,39600,"test",NA
0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,20.1000003814697,62.1000022888184,0.415920373035633,62.1000022888184,1.86843705177307,6.75,14.9200000762939,31.769998550415,0.469625456627508,8.35999965667725,2.39384722709656,197.836380004883,8.0243501663208,16.0489253997803,0.253650009632111,1451,146,92,14.5030250549316,424,302,424,310,8.17312526702881,32.0352516174316,643.281677246094,22.0215759277344,-3.49049997329712,25.511474609375,16.0489253997803,1.2184499502182,29644.56640625,18098.41015625,-232,1.12840962409973,2.98729109764099,6.22325611114502,4.60527372360229,2.09036350250244,648.163208007812,803.226135253906,1.2392965555191,25193.681640625,17.4817886352539,1.56525158882141,4.85562801361084,0.5926,0.3749,17320,17840,10520,45680,"test",NA
0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,18.3500003814697,61.7000007629395,0.434332404605285,61.7000007629395,1.82799339294434,5.78999996185303,12.960000038147,29.5799999237061,0.438133876659024,7.96999979019165,2.39431881904602,182.848037719727,6.7430248260498,14.5242500305176,-0.665374994277954,1506,151,96,14.082799911499,438,315,438,325,7.74914979934692,31.6793003082275,621.757446289062,20.15625,-4.30259990692139,24.4588241577148,14.5242500305176,0.093625001609325,21932.140625,14292.3818359375,-106,1.03911828994751,2.76154804229736,6.05505180358887,4.40829992294312,2.20971965789795,676.14208984375,829.582153320312,1.22697854042053,24156.765625,20.4228820800781,3.67044353485107,4.49552297592163,0.5853,0.3604,17240,16380,9900,43520,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,21.4899997711182,27.8000011444092,0.457887401460679,27.8000011444092,1.97464346885681,5.98000001907349,13.8899993896484,34.5999984741211,0.401445086768931,9.84000015258789,2.38966560363769,176.879089355469,8.34712505340576,16.4627742767334,0.462949991226196,1330,133,83,14.4699249267578,380,273,378,284,8.25209999084473,32.0022506713867,650.8212890625,22.5532245635986,-3.23147511482239,25.7842750549316,14.7080497741699,1.48354995250702,31974.822265625,18628.849609375,-209,1.11774849891663,2.42291831970215,5.99383878707886,4.20837831497192,2.49703359603882,602.25439453125,727.652954101562,1.20823466777801,23010.248046875,6.65262508392334,-0.737661600112915,7.3106369972229,0.7692,0.445,9460,11340,14520,35320,"test",NA
1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10.0799999237061,37,0.681547612852881,37,1.61038339138031,2.87999987602234,4.58999967575073,23.8899993896484,0.192130589912848,6.86999988555908,2.34098362922669,310.497161865234,10.1287498474121,18.7045745849609,1.67352497577667,985,96,63,12.7243747711182,278,206,271,221,8.86442470550537,32.3371734619141,689.76953125,25.4766006469727,-1.93675005435944,27.4126491546631,15.0489501953125,2.98812508583069,42414.04296875,26037.96484375,-434,1.40055131912231,2.04980278015137,5.70622253417969,3.87801265716553,2.78581261634827,462.287139892578,522.654479980469,1.13057827949524,21152.734375,2.14887619018555,-0.132831037044525,9.12362194061279,0.7752,0.6542,9760,17900,12060,39720,"test",NA
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.65999984741211,18.7000007629395,0.75362317266718,18.7000007629395,1.59186637401581,2.08999991416931,4.15000009536743,24.6299991607666,0.168493716474746,7.27999973297119,2.34781408309936,226.786117553711,6.78389978408813,14.5385246276855,-0.612375020980835,1508,146,107,8.53417491912842,402,338,388,374,7.43039989471435,30.8905258178711,619.938415527344,20.0268001556396,-4.02864980697632,24.0554504394531,12.7711496353149,2.27947497367859,21720.89453125,15554.75390625,23,0.980386853218079,2.21385931968689,5.9054365158081,4.05964803695679,2.67842626571655,741.362731933594,766.745666503906,1.03423941135406,22245.802734375,3.1967933177948,0.403855293989182,7.5211329460144,0.6279,0.6274,8940,17640,14580,41160,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19.7199993133545,31,0.431541608782857,31,1.84173381328583,6.32999992370605,12.7299995422363,30.8899993896484,0.412107471471893,8.51000022888184,2.2965874671936,268.845001220703,7.20669984817505,15.034125328064,-0.293999999761581,1474,144,105,8.89624977111816,396,329,382,361,7.61224985122681,31.1807994842529,626.140380859375,20.6650257110596,-3.74727511405945,24.4118251800537,13.2700004577637,2.73337507247925,24151.0078125,16691.271484375,46,0.960584044456482,2.06810903549194,5.7375693321228,3.90283918380737,2.83603072166443,719.79833984375,754.183410644531,1.04779708385468,21373.763671875,7.78024435043335,0.922622084617615,6.33354949951172,0.7507,0.4147,12600,13440,15000,41040,"test",NA
0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.78999996185303,14.3000001907349,0.609783808866741,14.3000001907349,1.42252480983734,2.03999996185303,4.25,18.0100002288818,0.235980008105967,5.35999965667725,2.38406252861023,211.816864013672,8.83250045776367,17.0859508514404,0.775499999523163,1189,120,72,16.3533496856689,346,237,346,245,8.41112518310547,32.0432739257812,662.389404296875,23.3610000610352,-2.88762497901917,26.2490749359131,17.0685501098633,1.88812494277954,35392.05859375,19449.3671875,-268,1.17239046096802,2.17599606513977,5.79028463363647,3.98314046859741,2.67717361450195,528.166198730469,660.992797851562,1.25149846076965,21763.7734375,6.84652185440063,0.319121897220612,6.84068536758423,0.4007,0.5299,11920,18100,13620,43640,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,22.8400001525879,19.1000003814697,0.42907180933729,19.1000003814697,1.90629589557648,6.09999990463257,16.9200000762939,34.5799980163574,0.489300203785155,9.80000019073486,2.36781549453735,231.470718383789,9.16075038909912,17.5046501159668,0.995400011539459,1102,112,64,17.6672496795654,324,214,324,221,8.51319980621338,32.067024230957,669.957824707031,23.9039249420166,-2.64437508583069,26.5482501983643,17.5046501159668,2.16197490692139,38253.4453125,20005.7265625,-289,1.19675123691559,1.96405911445618,5.63597869873047,3.80001878738403,2.88538789749146,483.480346679688,618.505554199219,1.27923929691315,20752.53515625,6.17437696456909,0.035217132419348,7.41586780548096,0.833,0.3942,7920,8580,10460,26960,"test",NA
0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,15.6199998855591,73.7000045776367,0.508322670639781,73.7000045776367,1.7848893404007,3.57999992370606,8.96000003814697,26.9200000762939,0.33283803910674,7.94000005722046,2.36813688278198,212.511962890625,6.94997501373291,14.8256254196167,-0.586574971675873,1315,125,93,8.30930042266846,346,294,339,334,7.59700012207031,31.0185241699219,629.898803710938,20.4920501708984,-3.99952507019043,24.4909000396729,4.64764976501465,2.43537497520447,22583.689453125,15566.6083984375,-264,1.20544803142548,2.59235429763794,6.03894948959351,4.31565189361572,2.41143131256104,656.249084472656,658.487915039062,1.00351369380951,23644.63671875,14.1899394989014,3.02963900566101,4.99743747711182,0.6916,0.527,9060,10580,4520,24160,"test",NA
0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,16.3400001525879,42.2000007629395,0.634638909958438,42.2000007629395,1.94500589370727,3.39999985694885,6.75,32.4500007629395,0.208012321765769,10.3699998855591,2.38584494590759,177.63069152832,9.02674961090088,17.0747241973877,1.18005001544952,1179,124,78,12.6371746063232,324,251,308,265,8.31002521514893,32.3834762573242,645.31982421875,23.1984004974365,-2.46457505226135,25.6625995635986,15.32337474823,2.22679996490479,37715.87890625,19590.103515625,-310,1.23714280128479,2.25114274024963,5.88561296463013,4.06837797164917,2.62697839736939,556.938659667969,621.868835449219,1.11658501625061,22228.90234375,4.03609800338745,0.201141491532326,7.40541505813599,0.7294,0.5465,11140,15880,13900,40920,"test",NA
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,14.7599992752075,15.1000003814697,0.564363166175626,15.1000003814697,1.84717464447022,3.67999982833862,7.76999998092651,28.2899990081787,0.274655364204155,8.32999992370605,2.37457036972046,172.369873046875,6.87370014190674,14.6567497253418,-0.559424996376038,1467,141,104,8.44095039367676,389,330,378,366,7.44600009918213,30.8490505218506,622.272705078125,20.1621742248535,-3.97554993629456,24.1383743286133,12.8909502029419,2.37509989738464,21987.13671875,16156.7353515625,-57,1.03585708141327,2.33539628982544,5.99609756469727,4.16574668884277,2.57212448120117,723.247497558594,743.59033203125,1.0281240940094,22824.9453125,3.06064414978027,-0.492588996887207,8.12099742889404,0.6799,0.4279,13540,13180,14720,41440,"test",NA
